time,rainfall_mm
2024-02-19T00:00:00,0.0
2024-02-19T01:00:00,0.0
2024-02-19T02:00:00,0.0
2024-02-19T03:00:00,0.0
2024-02-19T04:00:00,0.0
2024-02-19T05:00:00,0.0
2024-02-19T06:00:00,0.0
2024-02-19T07:00:00,0.0
2024-02-19T08:00:00,0.0
2024-02-19T09:00:00,0.1
2024-02-19T10:00:00,0.5
2024-02-19T11:00:00,0.0
2024-02-19T12:00:00,0.0
2024-02-19T13:00:00,0.0
2024-02-19T14:00:00,0.0
2024-02-19T15:00:00,0.0
2024-02-19T16:00:00,0.0
2024-02-19T17:00:00,0.0
2024-02-19T18:00:00,0.0
2024-02-19T19:00:00,0.0
2024-02-19T20:00:00,0.0
2024-02-19T21:00:00,0.0
2024-02-19T22:00:00,0.0
2024-02-19T23:00:00,0.0
2024-02-20T00:00:00,0.0
2024-02-20T01:00:00,0.0
2024-02-20T02:00:00,0.0
2024-02-20T03:00:00,0.0
2024-02-20T04:00:00,0.0
2024-02-20T05:00:00,0.0
2024-02-20T06:00:00,0.0
2024-02-20T07:00:00,0.0
2024-02-20T08:00:00,0.0
2024-02-20T09:00:00,0.0
2024-02-20T10:00:00,0.0
2024-02-20T11:00:00,0.0
2024-02-20T12:00:00,0.0
2024-02-20T13:00:00,0.0
2024-02-20T14:00:00,0.0
2024-02-20T15:00:00,0.0
2024-02-20T16:00:00,0.0
2024-02-27T00:00:00,0.0
2024-02-27T01:00:00,0.0
2024-02-27T02:00:00,0.0
2024-02-27T03:00:00,0.0
2024-02-27T04:00:00,0.0
2024-02-27T05:00:00,0.0
2024-02-27T06:00:00,0.0
2024-02-27T07:00:00,0.0
2024-02-27T08:00:00,0.0
2024-02-27T09:00:00,0.0
2024-02-27T10:00:00,0.0
2024-02-27T11:00:00,0.0
2024-02-27T12:00:00,0.0
2024-02-27T13:00:00,0.0
2024-02-27T14:00:00,0.0
2024-02-27T15:00:00,0.0
2024-02-27T16:00:00,0.0
2024-02-27T17:00:00,0.0
2024-02-27T18:00:00,0.0
2024-02-27T19:00:00,0.0
2024-02-27T20:00:00,0.1
2024-02-27T21:00:00,0.1
2024-02-27T22:00:00,0.0
2024-02-27T23:00:00,0.0
2024-02-28T00:00:00,0.0
2024-02-28T01:00:00,0.0
2024-02-28T02:00:00,0.0
2024-02-28T03:00:00,0.0
2024-02-28T04:00:00,0.0
2024-02-28T05:00:00,0.0
2024-02-28T06:00:00,0.0
2024-02-28T07:00:00,0.0
2024-02-28T08:00:00,0.0
2024-02-28T09:00:00,0.0
2024-02-28T10:00:00,0.0
2024-02-28T11:00:00,0.6
2024-02-28T12:00:00,0.6
2024-02-28T13:00:00,0.6
2024-02-28T14:00:00,0.0
2024-02-28T15:00:00,0.5
2024-02-28T16:00:00,0.4
2024-02-28T17:00:00,0.0
2024-02-28T18:00:00,0.0
2024-02-28T19:00:00,0.0
2024-02-28T20:00:00,0.0
2024-02-28T21:00:00,0.0
2024-02-28T22:00:00,0.0
2024-02-28T23:00:00,0.0
